Instance,Income
112203,36458.665831089544
112204,37923.32457377599
112205,6365.322839762915
112206,88068.64982316463
112207,390413.2979225563
112208,67836.20029912038
112209,413130.69179264613
112210,61732.60128561158
112211,245856.47790713192
112212,62590.19122408011
112213,12615.881044294092
112214,247803.70033087156
112215,59352.51447635462
112216,124647.669687876
112217,34130.75399284426
112218,46076.12553166975
112219,392273.040387422
112220,32549.870592487525
112221,5708.391251735611
112222,33501.06552483409
112223,62804.42361702903
112224,137009.48994152353
112225,31759.231174044166
112226,61032.61205812011
112227,67121.63994076534
112228,122350.86115154446
112229,57134.71488329833
112230,190529.71979841022
112231,8587.4967623689
112232,123181.9142576014
112233,23927.821091147205
112234,53200.55844014618
112235,18620.466755069876
112236,108033.04459538891
112237,317946.12717683666
112238,51381.84460803294
112239,47028.9873308927
112240,19019.57436271385
112241,12493.345941920017
112242,38715.390348607965
112243,65707.36021416177
112244,120325.76901281047
112245,104157.46659925288
112246,45622.81133643977
112247,504320.06696400995
112248,97319.70387964194
112249,10975.407769578858
112250,54168.303446273094
112251,53885.94130198069
112252,50159.97164594533
112253,24649.990012943093
112254,231489.47762785715
112255,49275.55865917482
112256,31278.750940992188
112257,32300.462261420285
112258,436076.63295397384
112259,196460.36711672953
112260,98560.70735444994
112261,404558.2066786277
112262,80457.66049394528
112263,30354.968460009586
112264,113225.69579974875
112265,26741.09502272852
112266,26606.662590986165
112267,55009.71576089007
112268,60293.06481882526
112269,482279.370625414
112270,18605.57603396713
112271,80518.64849680087
112272,85132.71304893169
112273,143751.95164955058
112274,9962.414579378628
112275,195301.45429673148
112276,288033.43954463094
112277,53069.15529702646
112278,30386.67517648199
112279,26237.426977366096
112280,183392.0552653911
112281,68646.72248346178
112282,267003.4659942872
112283,108482.00220383854
112284,64872.665014423415
112285,50792.12329138795
112286,42175.12555801693
112287,47880.033319837195
112288,78911.39058397867
112289,228060.78515122074
112290,199589.2558414366
112291,26842.514897231893
112292,652380.9288859551
112293,16980.07196879767
112294,309498.9744253393
112295,31622.34366073192
112296,260591.4969376599
112297,59910.07808942593
112298,64095.45237258728
112299,35577.74105524493
112300,18746.565077725776
112301,29644.175376322866
112302,21486.118623771763
112303,35809.998515430365
112304,151060.50184100313
112305,34030.20204139138
112306,72273.97700076668
112307,48037.42064518412
112308,154421.5517349487
112309,56115.687993897205
112310,30199.951906570568
112311,83682.15252718388
112312,62897.59862292963
112313,125030.44448270889
112314,32267.652315682302
112315,216426.77848047062
112316,43228.715700802204
112317,17561.83485195371
112318,29036.87811301874
112319,15910.77951020271
112320,678035.7012984515
112321,46531.054477834376
112322,20086.324396104927
112323,113415.04752057341
112324,365727.4709825502
112325,202377.34254031727
112326,125441.13723257133
112327,235045.5760757419
112328,116251.02667037715
112329,127761.82285861831
112330,333295.8007948162
112331,349068.8033206736
112332,191318.2707785759
112333,313307.33891821554
112334,180748.95499680145
112335,67777.72013009319
112336,37360.26169876425
112337,251932.39012134186
112338,272743.55165138125
112339,288699.65373710793
112340,45608.18057177457
112341,946321.4105352322
112342,21116.584458215406
112343,58248.6932010161
112344,35227.74345872334
112345,39543.67102705506
112346,73180.06417814277
112347,21910.450805094966
112348,18447.655123922417
112349,23604.529438703885
112350,80224.69032833367
112351,37553.95206692741
112352,21182.18230670609
112353,5407.657519296597
112354,126832.05220357137
112355,58243.098468989345
112356,69957.44679242124
112357,56367.96544759858
112358,98381.5303860345
112359,48057.989874006984
112360,26828.13033012568
112361,168486.98590219987
112362,46141.42384912019
112363,58943.157372902846
112364,10758.196718526542
112365,3255.5268054587073
112366,15290.685510127354
112367,21436.685077499704
112368,37393.14993914122
112369,161745.18909896666
112370,21977.619044412128
112371,356461.5189198166
112372,92358.92016166596
112373,51119.11580053634
112374,10459.247464256896
112375,31575.48190980291
112376,105309.46205473616
112377,125216.71305210474
112378,53105.50748694972
112379,87691.17832035552
112380,83389.2394308592
112381,70794.48644404598
112382,106957.53216181028
112383,37477.04918724342
112384,263963.40712914907
112385,7160.138486102962
112386,192759.01147729534
112387,64995.65559296049
112388,43938.660313603614
112389,28422.247529079214
112390,-141.50426761713857
112391,22445.51249625097
112392,103911.63379129917
112393,60073.48040466626
112394,57308.6772435023
112395,12683.165529278993
112396,92253.64119970844
112397,63980.70784064672
112398,599183.4634403527
112399,107263.39755139772
112400,100646.07223020261
112401,143771.44385392364
112402,833014.2975827983
112403,172684.3469346819
112404,113399.97715993707
112405,60233.63218009589
112406,29292.815262597254
112407,16970.062299726153
112408,24171.038208393144
112409,48189.131597178224
112410,25100.172811174507
112411,152704.76664965012
112412,113709.73853599837
112413,31727.76611270298
112414,102765.27769910738
112415,167928.62185295805
112416,69080.56027626256
112417,116240.3119265089
112418,67316.69764346165
112419,183207.23416287563
112420,49054.284459658804
112421,257667.40812909548
112422,114397.51024169769
112423,52084.44849424301
112424,2459.3455525090158
112425,40385.87510979027
112426,97722.88241064767
112427,264491.0077466559
112428,140021.5748942798
112429,7227.621831543822
112430,41809.9217978687
112431,150788.5315005792
112432,33535.465974416205
112433,76750.48383429872
112434,39495.74459655371
112435,84450.99998217468
112436,36883.901355244874
112437,61442.64614203526
112438,123831.59570662213
112439,17133.647648944636
112440,211427.0498724993
112441,34240.06193754917
112442,629339.7605443326
112443,43237.30928062261
112444,17953.053121444194
112445,62729.82512318793
112446,411805.8416689857
112447,637922.0537701406
112448,74774.09231013538
112449,85454.0834999164
112450,43398.60010501239
112451,123304.07584808253
112452,17549.723821806096
112453,36239.90210337138
112454,103348.97492492782
112455,849462.4078047799
112456,51308.14357024156
112457,171953.69616540134
112458,130615.52632107351
112459,50564.725066285944
112460,45398.41976897728
112461,436560.441093725
112462,76671.83954789463
112463,55927.45858985688
112464,58432.37629837528
112465,176386.30196570957
112466,179249.5395589995
112467,34953.011831229174
112468,39746.29257927684
112469,54295.31803524681
112470,33414.9328355107
112471,52184.42110446927
112472,244255.47856279556
112473,77096.10631129402
112474,13061.693654679175
112475,86531.72598791326
112476,107998.35733466705
112477,38845.762132206546
112478,73608.95393977413
112479,22892.08582435848
112480,43431.1925765651
112481,131154.3051425929
112482,37705.01411279316
112483,345175.7156087619
112484,45849.26208695401
112485,75362.38043716988
112486,18313.370004699595
112487,24832.314533049837
112488,201834.62785636302
112489,53642.37539598516
112490,290802.17772390536
112491,81657.69678044402
112492,58663.55349675773
112493,276535.98022761365
112494,13479.506945451007
112495,21674.93002998893
112496,21472.915325649043
112497,197291.9434691033
112498,24738.939788947144
112499,54896.66890480295
112500,16802.30375873598
112501,50241.31300068784
112502,59493.31224728039
112503,57520.31752652087
112504,36664.79381353897
112505,33699.44141133011
112506,96212.75470748599
112507,75767.17986164884
112508,74207.37944989763
112509,6782.98627777927
112510,43523.36780892381
112511,125941.58779943385
112512,10082.698281997367
112513,53908.20268768877
112514,40002.723507232215
112515,71561.71425741371
112516,90271.90695124297
112517,26017.176326764104
112518,72390.53109402486
112519,14068.608218656807
112520,31329.384854553493
112521,170144.58839860832
112522,43570.930652495765
112523,32675.27730351906
112524,76907.60132586968
112525,1032.7978630025084
112526,20152.386215501672
112527,42331.580363578185
112528,30335.218208141712
112529,25733.48252777838
112530,90334.55392442648
112531,170115.60514431528
112532,198440.10856192122
112533,119903.4656401026
112534,223921.9978639167
112535,56630.97171062899
112536,107687.70730203325
112537,38103.76875132536
112538,12741.288007545983
112539,199382.07399147435
112540,28860.9374232871
112541,77720.15409391353
112542,227135.99518886066
112543,57391.896004773545
112544,234560.42237713246
112545,40361.6381836567
112546,39026.52985008225
112547,101028.35648110465
112548,426681.28672088025
112549,86885.62999995115
112550,95163.93957621757
112551,8217.809564385232
112552,142558.53116613065
112553,58650.62358243006
112554,88811.43987211968
112555,25077.00729216278
112556,97654.3092763844
112557,53630.5891828471
112558,100767.58556837465
112559,53861.0783942854
112560,38365.666089011516
112561,183398.53538679623
112562,25508.57660558411
112563,158660.8015823585
112564,470911.2498658164
112565,144239.80346668
112566,34653.89438036852
112567,47940.64902942166
112568,29158.07469683126
112569,146407.8688377185
112570,43283.29467403134
112571,152223.52712826434
112572,192028.041029622
112573,26435.641370245252
112574,49270.156228470514
112575,102625.92931081324
112576,87005.76660001368
112577,332455.4102113037
112578,382928.4374806455
112579,87799.83623447087
112580,140689.9095612974
112581,34093.11019219991
112582,21494.249055493754
112583,6540.686126698733
112584,210847.40867801246
112585,24318.548992174186
112586,21961.609803760224
112587,166823.4806473403
112588,73322.11643871835
112589,270100.46501890506
112590,19003.767848481028
112591,137914.0945358951
112592,35129.327562827275
112593,15414.1784488114
112594,23433.685935969952
112595,28784.502071164545
112596,76659.45514800529
112597,46811.573933553474
112598,31818.5624769936
112599,-3578.6238463817576
112600,27594.8362180289
112601,149143.5909238542
112602,30662.927829549135
112603,100687.76889031129
112604,170465.40242555595
112605,16746.001158161333
112606,43527.41357724699
112607,43150.62215827358
112608,76356.87967170862
112609,221653.5838549161
112610,66290.2689070291
112611,228142.6768896773
112612,168381.69812587605
112613,112911.46322646065
112614,179288.0993159759
112615,73388.52154707188
112616,111741.1745513476
112617,75078.4503124796
112618,341313.51298224047
112619,40709.39558886081
112620,25653.122344101437
112621,31128.5278226363
112622,110390.44634241176
112623,72368.23372431248
112624,49607.203279474976
112625,49424.24271668547
112626,141191.51108657307
112627,31841.05885194598
112628,46737.33696292912
112629,51537.11047870351
112630,55326.40337147353
112631,74713.2546389809
112632,175061.30977868798
112633,164144.88216961164
112634,48336.38419690799
112635,45562.91705520854
112636,70503.97433656205
112637,211927.06879882174
112638,20490.288969587833
112639,57361.83265876731
112640,28952.427207441124
112641,25865.201564519917
112642,321643.4410785828
112643,58101.47839697351
112644,122233.08774920693
112645,67503.51281104694
112646,26034.875949653964
112647,26311.808356970578
112648,48735.45267069808
112649,27282.270568867974
112650,13031.643087076132
112651,45936.06159334047
112652,19759.251789382513
112653,38758.4084257244
112654,57013.3116330817
112655,24909.21182515147
112656,15188.79952195852
112657,343347.35608822334
112658,564186.0667881271
112659,100076.50579916402
112660,65064.36595369735
112661,177350.06149684233
112662,91358.35915121368
112663,108486.01052380081
112664,277129.14303186745
112665,427248.0504391421
112666,102405.4154846904
112667,20321.84648812075
112668,63715.7072587912
112669,97639.27363277544
112670,8434.214158447161
112671,223400.1142035633
112672,87404.70396772015
112673,69306.7135460208
112674,31258.36221886652
112675,45293.36477346543
112676,37428.46984145035
112677,29845.849821660035
112678,25016.241532687578
112679,109751.3904017976
112680,111488.57679420253
112681,30504.53538048457
112682,109164.67960868544
112683,19976.39857672298
112684,281158.91429643356
112685,33890.401216900915
112686,38673.625693642105
112687,21028.4053976582
112688,24782.41847721524
112689,121192.98836997367
112690,38118.29261221538
112691,42369.65170679171
112692,46913.55455479385
112693,112495.32195476224
112694,33710.430125674524
112695,144370.65806134747
112696,184681.93983475803
112697,109852.42167590834
112698,86672.86626559244
112699,469458.3716395853
112700,248871.19073668864
112701,369703.0213832143
112702,130728.54568652347
112703,40284.21979672871
112704,87004.76079174188
112705,167572.39736822003
112706,72815.29479368312
112707,25862.614692565767
112708,120357.98682697867
112709,169506.93767618638
112710,53086.368253587185
112711,98237.96056489587
112712,6534.5118108243405
112713,60337.07296399585
112714,108489.61799619331
112715,108647.60634827927
112716,24798.31395284173
112717,20139.87685155513
112718,115825.13483430578
112719,41425.4156821149
112720,33462.65562304804
112721,31333.317274429777
112722,40474.321917697285
112723,32009.412702686597
112724,55538.348623264756
112725,63313.92904766094
112726,3507.0305352290547
112727,56291.918550520924
112728,139834.62230460692
112729,58917.558284402585
112730,46949.65163829565
112731,51215.87434631978
112732,13028.698442923827
112733,70558.1535361962
112734,347560.7675625204
112735,3894.045304538732
112736,60764.82189719183
112737,55699.778646642335
112738,391455.3750624494
112739,34240.997151925796
112740,73957.87496271693
112741,15340.38113399236
112742,30340.80939415602
112743,36628.97475759774
112744,97655.0790608846
112745,158305.7194295197
112746,36439.16482848722
112747,67183.5393964086
112748,399516.12970806746
112749,53479.70459779502
112750,6634.557103957158
112751,552461.3232368119
112752,61345.62064864472
112753,29861.548077258605
112754,99372.93160014908
112755,37641.281366186624
112756,64636.48664115955
112757,93735.36112314892
112758,9299.179274553075
112759,4872.072743307213
112760,37192.150351491706
112761,79457.72236437858
112762,355481.19204596296
112763,27868.572925155368
112764,155676.85456372355
112765,21913.033351129034
112766,64626.00892375707
112767,602166.830144728
112768,13893.033742679896
112769,99808.35957207202
112770,32567.62167688897
112771,81920.79829794311
112772,18960.25807206893
112773,93082.95386445605
112774,22270.925483613704
112775,62949.93314098801
112776,34823.015170944695
112777,24346.319054227326
112778,604575.1841675082
112779,201320.4532929484
112780,140552.55617003853
112781,91508.97303619086
112782,53150.13202245552
112783,42308.87712972162
112784,44432.620839903124
112785,14736.202868684017
112786,82114.43072684648
112787,36571.18541717935
112788,44621.93731663223
112789,66479.40452197513
112790,120904.34485010576
112791,174880.1497277884
112792,6105.403338283899
112793,62572.918396727466
112794,543553.8857282919
112795,32888.93556335727
112796,33298.32938549371
112797,63059.31499003926
112798,72431.42473910372
112799,108109.09761700021
112800,43537.155200926245
112801,8379.59430421787
112802,170150.3903969806
112803,339301.8776069837
112804,39351.896909993426
112805,57457.21655149082
112806,15076.063660437318
112807,16357.264231679965
112808,263612.77930253994
112809,32909.19487932788
112810,174301.35052751738
112811,156174.3874077003
112812,84375.7110266496
112813,212664.94046065785
112814,43375.865891721776
112815,35971.78113259986
112816,30546.299050617246
112817,69889.75023591533
112818,48621.49775341059
112819,67684.6238308126
112820,260706.6426828692
112821,25986.174557417573
112822,43765.78962795574
112823,29891.69978394617
112824,24742.356276624138
112825,44025.590410785466
112826,67097.90522830938
112827,41088.750018561776
112828,76495.4877928892
112829,21859.873340590482
112830,64528.13738282158
112831,90002.7985322073
112832,89262.48834726885
112833,92893.60406575075
112834,36289.390503721166
112835,163898.21112107695
112836,49914.959363973765
112837,115948.54837738596
112838,411829.9347823057
112839,72853.93592077006
112840,134647.63809515175
112841,62944.20906573795
112842,223586.51468836272
112843,44373.017259837026
112844,26327.208333548624
112845,61842.322984922015
112846,232638.86029216487
112847,57993.058718932436
112848,175092.209080879
112849,124568.93631017148
112850,142703.23532084856
112851,203903.43483531193
112852,33404.76214695096
112853,252108.4362947365
112854,38846.45804404574
112855,287450.8665359312
112856,41293.83495871599
112857,13952.099142812274
112858,50126.4488836359
112859,130398.36491862801
112860,27842.56511333035
112861,208540.96693260805
112862,30485.832955814723
112863,75586.35484955116
112864,288761.6996836164
112865,10434.854988769244
112866,246861.705874869
112867,8422.464907029898
112868,33889.047201962196
112869,82994.40104468091
112870,81130.17633911586
112871,156992.9870987351
112872,33799.354018071186
112873,190730.18538486192
112874,85965.68749612822
112875,91206.01835502127
112876,239323.83994837658
112877,32389.851392956767
112878,387449.84222206974
112879,379773.0004981883
112880,45478.94445916132
112881,52841.979653816255
112882,417372.25472252927
112883,27378.72755135761
112884,11493.845176857249
112885,44742.00266652064
112886,81133.4727472738
112887,26231.768341238203
112888,109562.40662364363
112889,73503.1070033796
112890,188770.04234712414
112891,98887.34347547685
112892,78003.78780008678
112893,33173.86337281555
112894,247538.76870981694
112895,23669.99171098183
112896,-6608.566232103841
112897,55846.38967122212
112898,135824.8649841506
112899,30583.359057308317
112900,48144.1925113867
112901,70760.8318923555
112902,24553.144138623677
112903,166796.15547710506
112904,195800.7741789047
112905,53945.250095880656
112906,66090.07308738158
112907,-12253.214283981157
112908,-1803.4532579491852
112909,527505.138821951
112910,106250.46257581496
112911,67523.07578143619
112912,21359.017029724193
112913,87117.70257284318
112914,12871.09835145908
112915,306668.05163949315
112916,287418.6192788236
112917,76755.02717818924
112918,54762.64015980607
112919,52722.59439980011
112920,36852.6900939678
112921,31424.20413019292
112922,174830.3334865149
112923,84092.6434878427
112924,66741.95483381234
112925,182426.98967199103
112926,12987.467019625621
112927,15141.502748463789
112928,31986.45118423018
112929,84656.87270552735
112930,377951.1975538149
112931,65808.70107516175
112932,218948.83318841932
112933,6069.368325345129
112934,48231.47484815413
112935,79046.8728966625
112936,127153.30713170492
112937,374858.97540791205
112938,50623.732985765455
112939,24577.03393583071
112940,55714.118896557826
112941,412282.1623331362
112942,32303.930513026775
112943,315563.208826189
112944,46806.91885543688
112945,98662.81905483705
112946,26938.81888035663
112947,25050.535182821084
112948,57081.46421226725
112949,49616.26144949856
112950,143671.88523352853
112951,54925.67346072926
112952,17896.58038024961
112953,39859.88662666604
112954,68623.61672346198
112955,18867.43496050684
112956,19725.96147388684
112957,15445.728078611364
112958,475889.2768914025
112959,48357.2771721802
112960,52147.14409601154
112961,276312.0652727655
112962,92767.02472760098
112963,112548.85413288316
112964,16200.174019122818
112965,41014.05336006892
112966,522785.3233734015
112967,27897.59784510112
112968,13154.221479960092
112969,61067.13729034886
112970,10687.565319347463
112971,83840.15764512343
112972,166861.56923823405
112973,41917.82075981759
112974,52974.025393429816
112975,32885.06549545308
112976,25971.466973916577
112977,14908.352264113431
112978,102957.38501932168
112979,279476.3226029371
112980,460794.6219042754
112981,50393.29111403325
112982,31943.09390337717
112983,87698.59140857782
112984,21696.6215439305
112985,15239.059723102007
112986,32236.137776476116
112987,22286.358139911375
112988,38161.32167569321
112989,58922.89126559373
112990,66707.03421599946
112991,29759.32024855186
112992,15506.056290090717
112993,118592.54828426434
112994,21295.555284746908
112995,177988.06884323977
112996,26050.552321442494
112997,383680.1766300668
112998,40682.26164066494
112999,60033.50118913078
113000,16224.315014192765
113001,26124.396374018335
113002,18736.207298131507
113003,85498.67208607488
113004,95473.28817454251
113005,20082.88956068143
113006,45684.431643238655
113007,24868.438145968143
113008,21765.93544885518
113009,45402.18350011258
113010,33241.244678897965
113011,27995.4671192277
113012,26625.131173331145
113013,51492.17650898799
113014,88243.3854367601
113015,160375.8736915886
113016,387641.99641295255
113017,73074.84736500891
113018,56357.80992975177
113019,142241.58722112974
113020,45616.568440608506
113021,48825.485988173175
113022,51753.13983120766
113023,54903.20365674788
113024,67918.31403183365
113025,24505.758233465716
113026,21509.85338149124
113027,41792.656155948076
113028,31656.265358219414
113029,139961.35937816743
113030,55040.302953114224
113031,54364.99814309351
113032,8534.60574024301
113033,87596.54757161769
113034,41383.27078962481
113035,42776.103111678116
113036,141531.88327368302
113037,91778.14221505623
113038,70064.22369296166
113039,80787.55791057496
113040,48010.061573576684
113041,20846.389546966773
113042,219265.40101300826
113043,26247.397846355023
113044,407914.00785121
113045,923166.6053865289
113046,44302.6763716063
113047,30361.274753650716
113048,33366.434363999164
113049,146313.93228619502
113050,97397.646493922
113051,158145.7535214294
113052,5375.504541820719
113053,75417.9405901717
113054,61292.65608145096
113055,39448.3491887862
113056,77026.5752329365
113057,11690.628802001247
113058,23096.527693013686
113059,71348.89503097747
113060,68854.95993133044
113061,43147.92881646846
113062,73464.45376477743
113063,142223.4902283055
113064,104943.88911817223
113065,44699.78707663845
113066,18492.00389095759
113067,56159.76281656347
113068,104632.99123850795
113069,12069.32720391884
113070,101854.16104028013
113071,164733.73332593683
113072,29250.250709689382
113073,312004.54391641426
113074,185246.63632217696
113075,37398.60907136739
113076,87368.72292447866
113077,61203.152626476534
113078,41754.554722297056
113079,48264.29076813268
113080,74760.54178463685
113081,61573.39906949506
113082,28561.158415808466
113083,51411.469312514986
113084,93889.61794012859
113085,19607.3129112857
113086,238853.32451528969
113087,684273.3584792801
113088,41950.43219284924
113089,250089.5575667537
113090,32493.49872201873
113091,64906.23997895294
113092,73902.68052291988
113093,49677.72384656754
113094,162483.96315853702
113095,217691.38538219704
113096,57240.05766404598
113097,31862.81679585314
113098,231635.8878940812
113099,11035.505530165025
113100,48321.95039466218
113101,305306.46487626183
113102,264009.96687247074
113103,48710.174431730724
113104,36139.9459534134
113105,12382.357788914427
113106,117840.56900361116
113107,127998.31634831028
113108,98902.61770165034
113109,21952.589256964675
113110,75439.21263430775
113111,146644.29975422012
113112,88690.23925487627
113113,131624.04717771808
113114,43601.051616250814
113115,49520.57246652029
113116,64894.28088354339
113117,140608.77352847077
113118,-3021.0442304716307
113119,142484.13263980957
113120,78051.52782507104
113121,51506.27189515158
113122,130748.11105027446
113123,530810.4695184791
113124,13988.073306450957
113125,163793.90454168813
113126,118782.2769607879
113127,69471.00466622629
113128,29861.575948783775
113129,167478.94016884026
113130,127428.63968863909
113131,56376.87573090062
113132,121115.16207570725
113133,70093.1727520013
113134,408760.079568688
113135,97246.72480296865
113136,91615.8120578743
113137,27848.886015161246
113138,60838.2601640841
113139,122406.58805778132
113140,140967.76342200852
113141,86637.58707683971
113142,19631.294197587955
113143,69649.39381662685
113144,183471.66548124005
113145,88175.04083540634
113146,67202.11491020488
113147,19627.56366563882
113148,194899.12503952425
113149,55626.49949286573
113150,28367.25112015504
113151,42193.06525272653
113152,39648.62551526087
113153,162822.23529278632
113154,103831.57547497115
113155,51525.06052918982
113156,776380.9887692921
113157,172635.99536089474
113158,36550.0485521681
113159,270200.6825269904
113160,19686.298405912275
113161,193636.62558462154
113162,56618.24118229726
113163,29518.589336721736
113164,48643.70418791568
113165,280814.7950171768
113166,31985.63666771265
113167,107517.37615303117
113168,34925.203078457285
113169,52125.23023998529
113170,205590.38832557568
113171,55538.2663350368
113172,103985.74526655316
113173,29638.496496713098
113174,107469.63684172112
113175,50975.45558407453
113176,88186.14493237936
113177,92418.13837649311
113178,45049.60101995927
113179,11122.367750388412
113180,36990.26067878688
113181,48931.14179763085
113182,24080.71649321901
113183,22890.84770471527
113184,44328.540812574705
113185,99370.56420440889
113186,136886.8250245176
113187,162847.12015681164
113188,12723.215486781208
113189,150281.93776067396
113190,23229.561589211236
113191,16410.947565862334
113192,38698.02415831294
113193,102658.40453768086
113194,50413.83445546418
113195,224028.4125925214
113196,30914.06960377293
113197,605851.1625091557
113198,63323.87476158948
113199,56771.36649716701
113200,27502.38609217508
113201,47761.904528438245
113202,16594.44565831653
113203,34291.21663368272
113204,146930.15663313572
113205,549815.1638656643
113206,79224.98667006218
113207,19200.84866651512
113208,210961.57534330385
113209,84015.83038488851
113210,89352.60333379179
113211,44859.922786617324
113212,111886.92686952357
113213,74332.02297380594
113214,26747.43278659829
113215,76497.41240397526
113216,76089.75197650869
113217,18613.482240061607
113218,43007.3128764367
113219,2538.015455824639
113220,165805.52424111895
113221,1413.8205709867723
113222,16732.673843984972
113223,119878.89863666994
113224,31317.03381949923
113225,59315.06110588326
113226,54840.07871736513
113227,77790.6332852336
113228,51809.949767575
113229,3682.4788808538797
113230,38122.52916148214
113231,42449.36929111538
113232,276428.2776316802
113233,57369.82160507703
113234,37764.39373612442
113235,180414.9424071341
113236,33539.320930634705
113237,240298.7903361729
113238,102296.64233908476
113239,25721.808523731015
113240,91142.75539624791
113241,109562.80092961436
113242,112404.44072079551
113243,82439.59705888989
113244,47221.59765241876
113245,88214.12535182221
113246,77121.10922448618
113247,62596.2876030032
113248,60842.30651152205
113249,91478.61531633846
113250,268021.79117990815
113251,96023.87278695183
113252,39395.45388584951
113253,2633.6258511300125
113254,62434.70797768954
113255,201670.52445800495
113256,28710.82412286768
113257,144001.0087130752
113258,33050.54857308776
113259,15927.464439510733
113260,64500.78112428283
113261,11372.376638428088
113262,75660.68594356743
113263,637267.1781007525
